105,拉美途,北京市朝阳区东四环中路82号金长安大厦B2-801  100124,010-65173988,www.lameitour.com,包团定制; 主题定制; 奢华定制; 自由行/半自由行定制; 商旅定制; 到地定制; MICE 会奖定制,只服务同业,摄影;观鸟;红酒;滑雪;高尔夫;潜水;足球;博物馆,根据客人需求确定收费方式,拉丁美; 南北极,20,"拉美途—拉丁美洲旅游专线服务商,隶属于北京天行健国际旅行社。专注拉丁美洲13年之久，积累了大量操作经验和旅游资源。拉美途专注服务旅行社以及其他旅游机构同业，为国内众多一线旅游机构和OTA的拉美专线签约供应商。团队有很强的产品研发能力，多年来引领拉美旅游产品风向，对接客户要求及时准确，服务品质把控细致严格，近几年在定制游方向上成绩斐然，以其专业，高效，创新，优质的服务理念获得业内口碑无数。",中国,北京市,105,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,知行漫步国际旅游有限公司,北京市朝阳区小亮马桥西路六号院华远九都会7-318  100022,010-65910705,www.zhixinglux.com,奢华定制,只服务直客,,行程整体打包收费,日韩; 东南亚; 中东; 非洲; 西欧; 拉丁美; 南北极; 中国大陆,5,"自成立迄今知行漫步始终致力于打造别具一格的行程，我们精挑细选有着数十年经验的合作方，世界顶尖酒店品牌，各领域世界级专家向导，确保每一段旅程都拥有顶级的服务和体验。知行漫步，挚友同途，我们试图在自己多年探索研究的基础上, 与更多的朋友分享这样一种生活方式, 期望与更多的好友一齐踏上探索之旅。",中国,北京市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,华夏航空北京华夏典藏国际旅行社,北京市朝阳区德润大厦B座6层&中环世贸D座30层,13910624689,www.chinaexpressair.com,包团定制; 商旅定制; 自由行/半自由行定制; 主题定制; 到地定制; 宗教信仰; MICE 会奖定制; 奢华定制,直客和同业都服务,多类主题,根据客人需求确定收费方式,日韩; 东南亚; 非洲; 北欧; 东欧; 西欧; 澳新; 海岛; 中国大陆; 北美; 朝蒙,25,北京华夏典藏国际旅行社依托华夏航空丰富的航空资源，深度挖掘国内二三四线城市以及国外优质目的地资源，以旅游为抓手，利用城市间的势能差，让僻壤不再是穷乡。,中国,北京市,257,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,七星游文化交流有限公司,北京市朝阳区望京东路8号锐创国际中心A座17层100102,+861064757606,www.my7stour.com,包团定制; 自由行/半自由行定制; 商旅定制; 主题定制,直客和同业都服务,游学;亲子,行程整体打包收费,日韩; 东南亚; 中东; 非洲; 北欧; 西欧; 南欧; 北美; 澳新; 海岛; 港澳台; 中国大陆,5,"七星游成立于2016年，是第一视频旗下第一家旅行品牌,主打定制化游学。依托于第一视频集团的强大背景和优势，将互联网技术，视频技术，VR技术等与游学资源内容与服务相结合，打造线上线下胡通的游学服务平台。同时，七星游专注青少年与成人游学的资源开发整合与创新，打造“大游学”概念诉求下的服务主体，真正做到“游为法，学为心”。为中高端家庭和企业的出行提供有内容，有收获，有社交属性的旅行方案。",中国,北京市,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,北京狩猎之旅国际科技文化交流发展有限公司,北京市朝阳区东四环中路80号大成国际公寓A座722,15600006639,www.globalhuntingtrip.com,主题定制; 包团定制; 奢华定制; MICE 会奖定制; 商旅定制; 到地定制,直客和同业都服务,狩猎,行程整体打包收费,非洲; 西欧; 中欧; 东欧; 北美; 中国大陆; 朝蒙,3,面向全球会员提供高品质狩猎文化的定制旅行服务公司，公司境外合作资源遍布全球 13个国家，中国境内与几十家合法狩猎场建立了长期合作关系，其非凡特质在于引领中国朝着世界贵族的狩猎文化所发展，深度关注国际狩猎历史、文化及追求原生态生活理念的探索，带来超越心灵启发与可持续的平衡感受。,中国,北京市,242,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,北京远方美域国际旅行社,北京市朝阳区北三环安贞桥西安华里二区13号院100029,010-59059011,www.vipmytour.com,自由行/半自由行定制; 包团定制; 奢华定制; MICE 会奖定制,直客和同业都服务,,根据客人需求确定收费方式,日韩; 东南亚; 港澳台; 中国大陆; 海岛; 中欧; 西欧; 北美; 北欧,5,北京远方美域国际旅行社团队外语流利，有丰富的境外地接合作资源。,中国,北京市,239,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,北京汇智纵横信息科技有限公司,北京市海淀区中关村东路18号财智大厦A座17层100090,15810227585,www.goutrip.com,主题定制,直客和同业都服务,摄影;潜水;亲子;滑雪,行程整体打包收费,中国大陆; 东南亚; 海岛,16,专注于主题游机构,中国,北京市,238,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,山水假日（北京）国际旅行社股份有限公司,北京市东城区朝阳门SOHOD座5101610010,4006668698,ishanshui.com/index,包团定制; 主题定制; 奢华定制; 自由行/半自由行定制; MICE 会奖定制; 商旅定制; 到地定制,直客和同业都服务,游学团;商务团;亲子游;家庭游;自驾游,根据客人需求确定收费方式,北欧; 南欧; 西欧; 北美; 中欧; 东欧,50,"主要业务目的地覆盖欧洲、 美洲、作为VIP订制旅游服务商，山水假日(北京)国际旅行社股份有限公司秉持私密、深度、完美的服务理念，从行程设计、机票采购、签证服务、出行安全保障等全方位为客户提供定制服务。2015年10月9日，山水假日(北京)国际旅行社股份有限公司在全国中小企业股份转让系统挂牌并公开转让, 成为国内首家拥有IATA资质的出境旅行社。",中国,北京市,237,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,GEOSTAR中国企业家飞行俱乐部,北京市顺义区首都机场货运路5号华龙航空100621,010-84162598,www.geostarclub.com,包团定制; 奢华定制; 主题定制,直客和同业都服务,公务机旅行;主题定制;极致探险,行程整体打包收费,南北极; 东欧; 非洲; 中东; 中欧; 拉丁美; 北美; 西欧; 东南亚; 日韩; 北欧; 南欧; 澳新; 朝蒙; 海岛; 港澳台; 中国大陆,10,GEOSTAR中国企业家飞行俱乐部是华龙航空旗下中国首家集“公务机”“极致旅行”“俱乐部”三位一体的顶级俱乐部，是专注于私人飞机环球旅行和极致探险类项目的创新型跨界公司。GEOSTAR独创的“天地一体化”服务，让空中地面无缝链接，将公务机飞行的舒适延伸到地面。带领企业家首次自驾4700公里穿越撒哈拉沙漠，以非专业队员身份首次自驾狗拉雪橇参加1200公里穿越阿拉斯加冰原挑战赛，创出中国极致旅行之最。,中国,北京市,229,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,北京因泰科技有限公司,北京市朝阳区乐成中心A座581,13910908257,,包团定制; 商旅定制; 主题定制; 奢华定制,直客和同业都服务,海外置业;高端医疗;高端旅游;公司商旅及年会,根据客人需求确定收费方式,日韩,10,提供高端日本定制旅游产品，包含医疗体检旅游、购置不动产看房游、高尔夫游、亲子游、企业团队建设等产品，根据客户的需求量身定制旅行计划及内容。同时提供车辆、翻译（含医疗专业翻译）、地陪等服务。除此以外，还提供签证服务，包含单次及1年、3年、5年多次签证。,中国,北京市,225,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,北京还会来国际旅行社有限公司,北京市海淀区马甸东路17号金澳国际大厦写字楼28层100101,17600313165,www.haihuilai.com,包团定制; 自由行/半自由行定制; 商旅定制; 主题定制; MICE 会奖定制; 到地定制,只服务同业,用车定制,根据客人需求确定收费方式,日韩; 中东; 北欧; 西欧; 中欧; 东欧; 南欧; 澳新; 东南亚; 北美,30,还会来主营业务：境外用车（司兼导）。,中国,北京市,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,北京美辰国际旅行社有限责任公司,北京市朝阳区光华路7号汉威大厦西塔14层1725室,010-56231811;,www.ftourusa.com,包团定制; 主题定制; 自由行/半自由行定制; MICE 会奖定制; 商旅定制; 到地定制; 奢华定制,直客和同业都服务,各类主题,根据客人需求确定收费方式,南欧; 北欧; 澳新; 北美; 西欧; 中欧,25,北京美辰国际旅行社有限责任公司（简称“美辰国旅”）以经营出境定制旅游服务为主，私属定制团组、公商务团组、企业会展会奖团组、主题特色旅行团组等境外旅行的策划及接待业务，总部位于北京，公司依据旅游目的地下设北美，欧洲，澳洲等多个专业团队服务于客户，同时为旅行者提供国际机票、签证办理、酒店预订、用车服务、导游、专业翻译，公商务洽谈安排等单项业务服务，一站式全方位的服务模式。,中国,北京市,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,聚伙时光（北京）国际旅行社有限公司,北京市朝阳区东大桥润诚中心211  100000,13501077932,,包团定制; 自由行/半自由行定制; 商旅定制; 主题定制; MICE 会奖定制; 到地定制; 奢华定制; 房车旅游,直客和同业都服务,房车;自驾;户外;,行程整体打包收费,中东; 澳新; 海岛; 中国大陆,6,“和爱玩的人一起旅行，找会玩的人安排旅行－聚行一刻，伙伴一生！”聚伙国旅以一站式特色体验旅游为核心。,中国,北京市,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,北京百达旅游有限公司,北京市东城区东直门南大街9号华普花园C座1205室10007,010-84098128,,包团定制; 主题定制; 商旅定制; MICE 会奖定制,直客和同业都服务,主题旅游,行程整体打包收费,北美; 拉丁美,15,君安旅游为百达旅游美洲产品事业部，是以南北美洲为目的地的专业操作中心，为客户提供高端旅游;公务商务，会议会奖的组织策划接待的一站式服务；2016年底，我们在纽约成立了美国分公司，同时在洛杉矶和温哥华设立了办事处，逐步发展为操作中心设立在北京的美国地接社，为方便客户的“无时差”沟通和对接。,中国,北京市,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
